respid,collect.id,startdate,enddate,freq.visit,freq.other,access.train,access.unitrans,access.amtrakbus,access.park,access.enjoy,access.other,time.visit,time.other,duration.visit,who.with,with.other,tripstart,start.other,tripend,end.other,zip,access.mode,access.other,walk.far,walk.issues,walk.weather,walk.safety,walk.facilities,bike.facilities,bike.far,bike.notown,bike.network,bike.safety,bike.ability,bike.weather,bike.amenities,bike.issues,bike.never,bike.parking,transit.farhome,transit.farwork,transit.time,transit.costs,transit.complex,transit.safety,transit.routes,transit.times,transit.frequency,transit.parkingcheap,transit.never,transit.unreliable,safety.satisfied,bike.satisfied,walk.satisfied,transit.satisfied,driving.satisfied,parking.satisfied,activity.satisfied,architecture.enjoy,access.enjoy,clean.enjoy,quiet.ejoy,lively.enjoy,parking.enjoy,useful.enjoy,other.enjoy,bus.support,signs.support,pedestrian.support,dropoff.support,bikepark.support,carpark.support,bathroom.support,art.support,coffee.support,bikevalet.support,stores.support,housing.support,office.support,plaza.support,cultural.support,evcharge.support,indoorbike.support,openresponse,noneed.prevent,difficult.prevent,parking.prevent,safety.prevent,trainservice.prevent,activity.prevent,bus.encourage,signs.encourage,pedestrain.encourage,dropoff.encourage,bikepark.encourage,carpark.encourage,bathroom.encourage,art.encourage,coffee.encourage,bikevalet.enocurage,store.encourage,housing.encourage,office.encourage,activespace.encourage,performance.encourage,openspace.encourage,plaza.encourage,cultural.encourage,evcharge.encourage,trainservice.encourage,future.vision,zipcode,updates,gender,gender.other,lgbt,asian,black.african,Caucasian,hispanic.latinx,native.american,pacific.island,ethnicity.notsay,ethnicity.other,age,hh.ft.wrkr,hhincome,hhvehicles
10796797378,235066737,2019-06-13 16:48:51,2019-06-13 16:58:09,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,I park at the station when I visit Downtown Davis.,,,Morning and evening,,More than 1 hour,Other (please specify),"If traveling on the train, by myself. If using the parking, with my family. ",Somewhere else in Davis,,Somewhere else in Davis,,95618,I get picked up/dropped off by a friend or family member,,First reason,,,,,,,,,,,,,,,First reason,,,First reason,,Second reason,,,,,,,,Very Satisfied,Neutral,Neutral,Neutral,Satisfied,Dissatisfied,Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,,,Convenient parking,,,Support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Support,Support,Neutral,Support,Strongly support,Strongly support,Neutral,Strongly support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,55-64,1,"Between $100,000 and $150,000",4 or more
10796796547,235066737,2019-06-13 16:44:09,2019-06-13 16:58:29,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5 minutes or less,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95616,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Satisfied,Satisfied,Very Dissatisfied,Satisfied,Satisfied,Neutral,,Easy to access location,Clean and well-maintained,Quiet,,Convenient parking,Useful transportation services,,Strongly support,Oppose,Neutral,Oppose,Neutral,Support,Neutral,Oppose,Neutral,Oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Neutral,Neutral,"I strongly support faster, on-time trains to/from the Bay Area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,,No,Asian,,,,,,,,25-34,2,"Between $100,000 and $150,000",1
10796795720,235066737,2019-06-13 16:44:30,2019-06-13 16:51:50,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Bay Area,,UC Davis,,94706,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Satisfied,,Easy to access location,Clean and well-maintained,,,,,,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Oppose,Strongly support,Strongly support,Support,Support,Neutral,Oppose,Neutral,Strongly support,Strongly support,Strongly support,Strongly support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,,No,,,Caucasian,,,,,,25-34,2,"Over $150,000",1
10796793472,235066737,2019-06-13 16:46:14,2019-06-13 16:46:40,Once a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10796793464,235066737,2019-06-13 16:46:18,2019-06-13 16:54:42,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,During the day,,5 minutes or less,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Somewhere else in Davis,,95616,I get picked up/dropped off by a friend or family member,,First reason,,Second reason,,,,,,,,,,,,,,,,Second reason,,First reason,,,,,,,,Very Satisfied,,,,Satisfied,Neutral,Neutral,Historic architecture,Easy to access location,Clean and well-maintained,Quiet,,,,,Neutral,Oppose,Neutral,Neutral,Neutral,Strongly support,Neutral,Strongly oppose,Oppose,Neutral,Oppose,Neutral,Oppose,Oppose,Neutral,Strongly support,Neutral,Your questions about getting to the station did not address whether luggage was carried—this is one good reason not to walk or bike. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,45-54,1,,1
10796792782,235066737,2019-06-13 16:45:55,2019-06-13 16:49:39,Once a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,I park at the station when I visit Downtown Davis.,,,Morning and evening,,5-30 minutes,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Bay Area,,95618,I drive with others,,First reason,,Second reason,,Third reason,,,,,Second reason,,First reason,Third reason,,,,,,First reason,,,,Second reason,Third reason,,,,,Satisfied,Neutral,Very Satisfied,Satisfied,Very Satisfied,Dissatisfied,Neutral,Historic architecture,Easy to access location,,Quiet,,,,,Neutral,Neutral,Strongly support,Strongly support,Neutral,Strongly support,Support,Neutral,Support,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly support,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,,No,,Black/African,Caucasian,,,,,,25-34,2,"Between $100,000 and $150,000",2
10796792119,235066737,2019-06-13 16:45:31,2019-06-13 16:49:12,Once a month,,,,,,To enjoy the public spaces at the station.,,Weekends and/or holidays,,More than 1 hour,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Somewhere else in Davis,,95616,I walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Satisfied,Very Satisfied,Neutral,Neutral,Dissatisfied,Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,,,Convenient parking,,,Neutral,Neutral,Support,Support,Neutral,Support,Neutral,Support,Oppose,Neutral,Support,Support,Neutral,Neutral,Support,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,,No,,,Caucasian,,,,,,55-64,1,"Between $75,000 and $99,999",1
10796790951,235066737,2019-06-13 16:44:42,2019-06-13 16:44:49,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10796790945,235066737,2019-06-13 16:43:48,2019-06-13 16:48:10,Once a year,,,,,,,Pick up wife from train,Evening only,,5 minutes or less,I'm always alone.,,Somewhere else in Davis,,Somewhere else in Davis,,95616,I drive alone,,First reason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat true,False,Somewhat true,False,True,False,Yes,Definitely not,Definitely not,Yes,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Yes,The #1 priority should be faster service to the Bay Area.,95616,Yes,Male,,No,,,Caucasian,,,,,,25-34,2,"Between $100,000 and $150,000",1
10796785432,235066737,2019-06-13 16:40:34,2019-06-13 16:46:03,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Somewhere else in Davis,,95616,I get picked up/dropped off by a friend or family member,,First reason,,,,,,,,,,,,,,,First reason,,,,,First reason,,,,,,,,Satisfied,Dissatisfied,Neutral,Neutral,Satisfied,Dissatisfied,Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,Quiet,,,,,Support,Neutral,Neutral,Support,Support,Support,Neutral,Neutral,Strongly support,Support,Neutral,Support,Oppose,Neutral,Support,Strongly support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,No,,,Caucasian,,,,,,,,,2
10796785256,235066737,2019-06-13 16:40:34,2019-06-13 16:45:19,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,I park at the station when I visit Downtown Davis.,,,During the day,,5-30 minutes,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Bay Area,,95618,I drive alone,,First reason,,,,,,,,,,,,,,First reason,,,,,,,,,,,,First reason,,Very Satisfied,Neutral,Very Satisfied,Neutral,Very Satisfied,Satisfied,Neutral,Historic architecture,Easy to access location,Clean and well-maintained,Quiet,,Convenient parking,,,Neutral,Support,Neutral,Neutral,Neutral,Strongly support,Support,Oppose,Support,Neutral,Neutral,Oppose,Neutral,Neutral,Neutral,Oppose,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,55-64,1,"Between $75,000 and $99,999",1
10796783099,235066737,2019-06-13 16:39:03,2019-06-13 16:44:17,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Evening only,,5-30 minutes,I'm always alone.,,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,95811,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Satisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Neutral,Neutral,,,Clean and well-maintained,,,,,Safe; homeless people not hanging out.,Support,Support,Neutral,Neutral,Strongly support,Neutral,Neutral,Oppose,Neutral,Support,Neutral,Neutral,Neutral,Strongly oppose,Neutral,Neutral,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,,No,,,,Hispanic/Latinx,,,,,35-44,1,"Between $50,000 and $74,999",0
10796782406,235066737,2019-06-13 16:38:32,2019-06-13 16:46:01,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Neither true nor false,Somewhat false,Somewhat true,False,Probably not,Probably not,Definitely not,Maybe,Probably not,Maybe,Probably not,Probably not,Maybe,Probably not,Maybe,Probably not,Definitely not,Maybe,Maybe,Probably not,Maybe,Probably not,Definitely not,Yes,Cheaper and faster trains to Sacramento and San Francisco would be the number one reason why I would visit more often. I used to commute by train in Sweden because it was faster than the car. Here the train is slower and most often more expensive than the car. ,95616,No,Female,,No,,,Caucasian,,,,,,35-44,2,"Between $75,000 and $99,999",2
10796780888,235066737,2019-06-13 16:37:15,2019-06-13 16:41:54,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither true nor false,Somewhat true,Somewhat true,False,Neither true nor false,True,Definitely not,Yes,Yes,Definitely not,Yes,Yes,Yes,Yes,Maybe,Definitely not,Maybe,Definitely not,Definitely not,Yes,Probably not,Yes,Yes,Definitely not,Probably not,Yes,,95618,Yes,Female,,No,,,Caucasian,,,,,,45-54,1,"Between $50,000 and $74,999",4 or more
10796779785,235066737,2019-06-13 16:36:46,2019-06-13 16:44:36,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,To access Amtrak bus connections.,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Other (please specify),"Claremont, CA",95616,I get picked up/dropped off by a taxi/Uber/Lyft,,First reason,,Third reason,Second reason,,,,,,,,,,,,,,,,,,,,First reason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10796778074,235066737,2019-06-13 16:35:20,2019-06-13 16:44:51,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,During the day,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95616,I get picked up/dropped off by a friend or family member,,First reason,,Third reason,Second reason,,,,First reason,,Second reason,,,,,,Third reason,,,First reason,,Second reason,,Third reason,,,,,,Satisfied,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,,Easy to access location,Clean and well-maintained,Quiet,,Convenient parking,,,Neutral,Support,Support,Neutral,Support,Neutral,Strongly support,Strongly support,Support,Neutral,Oppose,Strongly oppose,Oppose,Oppose,Neutral,Support,Strongly support,"I wish there was more indoor seating. There is often heavy rain or extreme heat to deal with, and the outdoor seating may not be comfortable or safe.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,Yes,,,Caucasian,,,,,,18-24,2,"Between $15,000 and $29,999",2
10796777828,235066737,2019-06-13 16:35:19,2019-06-13 16:42:11,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,I park at the station when I visit Downtown Davis.,,,Weekends and/or holidays,,5 minutes or less,My whole family.,,Somewhere else in Davis,,Downtown Davis,,95618,I drive with others,,First reason,,,,,,,,,,,,,,,,,,First reason,,,,,,Second reason,,,,Satisfied,Satisfied,Neutral,,Satisfied,Satisfied,Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,,,Convenient parking,,,Neutral,Neutral,Neutral,Neutral,Support,Support,Neutral,Support,Neutral,Oppose,Oppose,Oppose,Oppose,Oppose,Neutral,Neutral,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,35-44,2,"Over $150,000",2
10796775638,235066737,2019-06-13 16:33:56,2019-06-13 16:36:57,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5 minutes or less,I'm always alone.,,Bay Area,,UC Davis,,94118,I walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Neutral,Very Satisfied,Neutral,Neutral,Neutral,Neutral,,Easy to access location,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Support,Strongly support,Strongly support,Support,Strongly support,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,,No,,,Caucasian,,,,,,35-44,2,"Over $150,000",2
10796765115,235066737,2019-06-13 16:26:59,2019-06-13 16:30:36,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,During the day,,5-30 minutes,I'm always alone.,,UC Davis,,Bay Area,,94702,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Historic architecture,Easy to access location,,,,,Useful transportation services,,Neutral,Neutral,Neutral,Neutral,Strongly support,,Strongly support,,,,Support,Neutral,Neutral,Support,Neutral,Neutral,Support,Bring back the longterm bike lockers. They have a different functionality than the shortterm BikeLink ones.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,,No,,,,,,,Prefer not to say,,45-54,2,"Between $100,000 and $150,000",1
10796764927,235066737,2019-06-13 16:26:20,2019-06-13 16:36:52,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,I park at the station when I visit Downtown Davis.,To enjoy the public spaces at the station.,,Weekends and/or holidays,,5-30 minutes,"I travel with a friend, colleague, or family member.",,UC Davis,,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,95616,I drive with others,,First reason,,Third reason,Second reason,,,Third reason,,,Second reason,,,,,,First reason,Second reason,Third reason,,First reason,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,,,Clean and well-maintained,Quiet,Lively,,,,Neutral,Neutral,Neutral,Support,Neutral,Neutral,Support,Oppose,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Oppose,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,Asian,,,,,,,,25-34,3,"Between $30,000 and $49,999",1
10796764407,235066737,2019-06-13 16:26:20,2019-06-13 16:31:41,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat false,Somewhat true,True,Neither true nor false,Somewhat true,Neither true nor false,Yes,Maybe,Probably not,Yes,Maybe,Yes,Maybe,Probably not,Yes,Probably not,Probably not,Definitely not,Probably not,Probably not,Definitely not,Probably not,Maybe,Probably not,Maybe,Yes,,95616,Yes,Female,,No,,,Caucasian,,,,,,65+,0,"Over $150,000",1
10796763618,235066737,2019-06-13 16:25:48,2019-06-13 16:34:08,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither true nor false,Somewhat false,True,Somewhat true,Somewhat true,Somewhat false,Maybe,Yes,Maybe,Maybe,Yes,Yes,Maybe,Yes,Probably not,Probably not,Probably not,Probably not,Probably not,Maybe,Probably not,Yes,Probably not,Maybe,Maybe,Yes,"Better lighting at night, free WiFi, better monitored by guards.",95616,Yes,Male,,No,,,Caucasian,,,,,,55-64,2,"Between $75,000 and $99,999",2
10796762747,235066737,2019-06-13 16:25:22,2019-06-13 16:30:59,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,To access Amtrak bus connections.,I park at the station when I visit Downtown Davis.,To enjoy the public spaces at the station.,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,95618,I drive alone,,First reason,Third reason,Second reason,,,,,First reason,,Third reason,,,,,,Second reason,,,,,,,,First reason,,,,,Satisfied,Neutral,Neutral,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,,Lively,Convenient parking,,,Strongly support,,,Strongly support,,Strongly support,,,Strongly support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,65+,0,"Between $50,000 and $74,999",1
10796758926,235066737,2019-06-13 16:22:45,2019-06-13 16:25:45,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Somewhat true,False,False,False,Maybe,Definitely not,Probably not,Maybe,Definitely not,Maybe,Maybe,Probably not,Probably not,Definitely not,Definitely not,Definitely not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Maybe,Definitely not,,95616,Yes,Female,,No,,,Caucasian,,,,,,65+,0,"Over $150,000",2
10796756550,235066737,2019-06-13 16:21:05,2019-06-13 16:26:20,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,95816,Other (please specify),Electric scooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,,,,Useful transportation services,,Neutral,Support,Neutral,Neutral,Neutral,Strongly oppose,Strongly support,Strongly support,Strongly support,Neutral,Neutral,Neutral,Neutral,Strongly support,Neutral,Strongly support,Strongly support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,,No,,,,Hispanic/Latinx,,,,,35-44,3,"Over $150,000",2
10796753676,235066737,2019-06-13 16:19:23,2019-06-13 16:21:17,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat true,Somewhat true,False,False,False,Somewhat true,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,Probably not,Yes,Probably not,Yes,Yes,Yes,Probably not,Yes,,93230,No,Female,,No,,,,Hispanic/Latinx,,,,,25-34,1,,
10796751522,235066737,2019-06-13 16:17:54,2019-06-13 16:26:23,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Bay Area,,95618,I get picked up/dropped off by a taxi/Uber/Lyft,,First reason,,Second reason,,Third reason,,,,Second reason,,,Third reason,,,,First reason,,,Second reason,,Third reason,,,First reason,,,,,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Very Dissatisfied,Neutral,Historic architecture,Easy to access location,,Quiet,,,Useful transportation services,,Strongly support,Neutral,Strongly support,Strongly support,Neutral,Support,Support,Support,Oppose,Strongly support,Oppose,Neutral,Oppose,Oppose,Support,Support,Strongly support,"More secure bike parking is needed! It's an obvious target and bikes/parts are frequently stolen - I've experienced it twice. Making it easier to take public transit to the station would also be great - since I typically bike commute in town, I don't know bus transit schedules but it would be a useful service to get to/from the train station when I have bags or am using the train for longer trips.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,,Yes,,,Caucasian,,,,,,25-34,1,"Between $30,000 and $49,999",1
